"site_short","netNr","julian_day","nSpec"
"MV-EH-22","5",22,2
"MV-EH-22","5",23,0
"MV-EH-22","5",24,0
"MV-EH-22","5",25,3
"MV-EH-22","5",26,1
"MV-EH-22","5",27,0
"MV-EH-22","5",28,0
"MV-EH-22","5",29,1
"MV-EH-22","5",30,0
"MV-EH-22","5",31,0
"MV-EH-22","6",22,1
"MV-EH-22","6",23,1
"MV-EH-22","6",24,1
"MV-EH-22","6",25,2
"MV-EH-22","6",26,1
"MV-EH-22","6",27,0
"MV-EH-22","6",28,0
"MV-EH-22","6",29,2
"MV-EH-22","6",30,0
"MV-EH-22","6",31,0
"MV-EH-22","7",22,1
"MV-EH-22","7",23,0
"MV-EH-22","7",24,2
"MV-EH-22","7",25,3
"MV-EH-22","7",26,2
"MV-EH-22","7",27,0
"MV-EH-22","7",28,0
"MV-EH-22","7",29,2
"MV-EH-22","7",30,0
"MV-EH-22","7",31,0
"MV-EH-22","8",22,0
"MV-EH-22","8",23,2
"MV-EH-22","8",24,1
"MV-EH-22","8",25,3
"MV-EH-22","8",26,1
"MV-EH-22","8",27,0
"MV-EH-22","8",28,0
"MV-EH-22","8",29,2
"MV-EH-22","8",30,2
"MV-EH-22","8",31,0
"MV-EH-22","9",22,1
"MV-EH-22","9",23,2
"MV-EH-22","9",24,0
"MV-EH-22","9",25,1
"MV-EH-22","9",26,1
"MV-EH-22","9",27,1
"MV-EH-22","9",28,4
"MV-EH-22","9",29,2
"MV-EH-22","9",30,1
"MV-EH-22","9",31,0
"MV-EH-23","1",22,0
"MV-EH-23","1",23,1
"MV-EH-23","1",24,1
"MV-EH-23","1",25,1
"MV-EH-23","1",26,2
"MV-EH-23","1",27,0
"MV-EH-23","1",28,0
"MV-EH-23","1",29,1
"MV-EH-23","1",30,1
"MV-EH-23","10",22,0
"MV-EH-23","10",23,0
"MV-EH-23","10",24,2
"MV-EH-23","10",25,3
"MV-EH-23","10",26,0
"MV-EH-23","10",27,1
"MV-EH-23","10",28,1
"MV-EH-23","10",29,4
"MV-EH-23","10",30,2
"MV-EH-23","11",22,1
"MV-EH-23","11",23,1
"MV-EH-23","11",24,3
"MV-EH-23","11",25,6
"MV-EH-23","11",26,1
"MV-EH-23","11",27,2
"MV-EH-23","11",28,1
"MV-EH-23","11",29,5
"MV-EH-23","11",30,2
"MV-EH-23","2",22,1
"MV-EH-23","2",23,1
"MV-EH-23","2",24,1
"MV-EH-23","2",25,3
"MV-EH-23","2",26,2
"MV-EH-23","2",27,1
"MV-EH-23","2",28,0
"MV-EH-23","2",29,0
"MV-EH-23","2",30,2
"MV-EH-23","3",22,0
"MV-EH-23","3",23,2
"MV-EH-23","3",24,1
"MV-EH-23","3",25,3
"MV-EH-23","3",26,1
"MV-EH-23","3",27,2
"MV-EH-23","3",28,1
"MV-EH-23","3",29,5
"MV-EH-23","3",30,3
"MV-EH-23","4",22,0
"MV-EH-23","4",23,0
"MV-EH-23","4",24,1
"MV-EH-23","4",25,1
"MV-EH-23","4",26,0
"MV-EH-23","4",27,4
"MV-EH-23","4",28,0
"MV-EH-23","4",29,3
"MV-EH-23","4",30,0
"MV-EH-23","5",22,2
"MV-EH-23","5",23,3
"MV-EH-23","5",24,2
"MV-EH-23","5",25,1
"MV-EH-23","5",26,2
"MV-EH-23","5",27,1
"MV-EH-23","5",28,0
"MV-EH-23","5",29,8
"MV-EH-23","5",30,1
"MV-EH-23","6",22,0
"MV-EH-23","6",23,4
"MV-EH-23","6",24,1
"MV-EH-23","6",25,4
"MV-EH-23","6",26,3
"MV-EH-23","6",27,3
"MV-EH-23","6",28,3
"MV-EH-23","6",29,7
"MV-EH-23","6",30,2
"MV-EH-23","7",22,0
"MV-EH-23","7",23,3
"MV-EH-23","7",24,2
"MV-EH-23","7",25,4
"MV-EH-23","7",26,3
"MV-EH-23","7",27,0
"MV-EH-23","7",28,3
"MV-EH-23","7",29,4
"MV-EH-23","7",30,0
"MV-EH-23","8",22,1
"MV-EH-23","8",23,2
"MV-EH-23","8",24,1
"MV-EH-23","8",25,4
"MV-EH-23","8",26,0
"MV-EH-23","8",27,5
"MV-EH-23","8",28,1
"MV-EH-23","8",29,5
"MV-EH-23","8",30,1
"MV-EH-23","9",22,0
"MV-EH-23","9",23,2
"MV-EH-23","9",24,3
"MV-EH-23","9",25,2
"MV-EH-23","9",26,4
"MV-EH-23","9",27,2
"MV-EH-23","9",28,1
"MV-EH-23","9",29,4
"MV-EH-23","9",30,0
"MV-EH-24","1",22,4
"MV-EH-24","1",23,1
"MV-EH-24","1",25,6
"MV-EH-24","1",27,4
"MV-EH-24","1",28,2
"MV-EH-24","1",29,2
"MV-EH-24","10",22,0
"MV-EH-24","10",23,0
"MV-EH-24","10",25,1
"MV-EH-24","10",27,1
"MV-EH-24","10",28,2
"MV-EH-24","10",29,1
"MV-EH-24","11",22,2
"MV-EH-24","11",23,0
"MV-EH-24","11",25,0
"MV-EH-24","11",27,2
"MV-EH-24","11",28,3
"MV-EH-24","11",29,0
"MV-EH-24","2",22,2
"MV-EH-24","2",23,2
"MV-EH-24","2",25,4
"MV-EH-24","2",27,3
"MV-EH-24","2",28,3
"MV-EH-24","2",29,1
"MV-EH-24","3",22,1
"MV-EH-24","3",23,0
"MV-EH-24","3",25,3
"MV-EH-24","3",27,1
"MV-EH-24","3",28,2
"MV-EH-24","3",29,0
"MV-EH-24","4",22,1
"MV-EH-24","4",23,1
"MV-EH-24","4",25,4
"MV-EH-24","4",27,2
"MV-EH-24","4",28,3
"MV-EH-24","4",29,0
"MV-EH-24","5",22,0
"MV-EH-24","5",23,1
"MV-EH-24","5",25,5
"MV-EH-24","5",27,1
"MV-EH-24","5",28,2
"MV-EH-24","5",29,2
"MV-EH-24","6",22,1
"MV-EH-24","6",23,0
"MV-EH-24","6",25,2
"MV-EH-24","6",27,1
"MV-EH-24","6",28,2
"MV-EH-24","6",29,0
"MV-EH-24","7",22,1
"MV-EH-24","7",23,1
"MV-EH-24","7",25,2
"MV-EH-24","7",27,4
"MV-EH-24","7",28,2
"MV-EH-24","7",29,2
"MV-EH-24","8",22,0
"MV-EH-24","8",23,0
"MV-EH-24","8",25,1
"MV-EH-24","8",27,1
"MV-EH-24","8",28,2
"MV-EH-24","8",29,0
"MV-EH-24","9",22,1
"MV-EH-24","9",23,0
"MV-EH-24","9",25,1
"MV-EH-24","9",27,1
"MV-EH-24","9",28,2
"MV-EH-24","9",29,0
"MV-SK-22","1",21,2
"MV-SK-22","1",22,1
"MV-SK-22","1",23,2
"MV-SK-22","1",24,0
"MV-SK-22","1",25,2
"MV-SK-22","1",26,0
"MV-SK-22","1",27,0
"MV-SK-22","2",21,0
"MV-SK-22","2",22,1
"MV-SK-22","2",23,1
"MV-SK-22","2",24,1
"MV-SK-22","2",25,0
"MV-SK-22","2",26,0
"MV-SK-22","2",27,0
"MV-SK-22","3",21,1
"MV-SK-22","3",22,1
"MV-SK-22","3",23,2
"MV-SK-22","3",24,0
"MV-SK-22","3",25,0
"MV-SK-22","3",26,0
"MV-SK-22","3",27,0
"MV-SK-22","4",21,0
"MV-SK-22","4",22,2
"MV-SK-22","4",23,2
"MV-SK-22","4",24,1
"MV-SK-22","4",25,2
"MV-SK-22","4",26,0
"MV-SK-22","4",27,1
"MV-SK-22","5",21,0
"MV-SK-22","5",22,1
"MV-SK-22","5",23,1
"MV-SK-22","5",24,2
"MV-SK-22","5",25,0
"MV-SK-22","5",26,2
"MV-SK-22","5",27,0
"MV-SK-22","6",21,0
"MV-SK-22","6",22,0
"MV-SK-22","6",23,3
"MV-SK-22","6",24,3
"MV-SK-22","6",25,0
"MV-SK-22","6",26,0
"MV-SK-22","6",27,1
"MV-SK-22","7",21,0
"MV-SK-22","7",22,0
"MV-SK-22","7",23,1
"MV-SK-22","7",24,1
"MV-SK-22","7",25,1
"MV-SK-22","7",26,0
"MV-SK-22","7",27,1
"MV-SK-22","8",21,0
"MV-SK-22","8",22,0
"MV-SK-22","8",23,4
"MV-SK-22","8",24,3
"MV-SK-22","8",25,1
"MV-SK-22","8",26,1
"MV-SK-22","8",27,0
"MV-SK-23","1",22,3
"MV-SK-23","1",23,6
"MV-SK-23","1",24,3
"MV-SK-23","1",26,9
"MV-SK-23","2",22,2
"MV-SK-23","2",23,7
"MV-SK-23","2",24,5
"MV-SK-23","2",26,4
"MV-SK-23","3",22,3
"MV-SK-23","3",23,5
"MV-SK-23","3",24,3
"MV-SK-23","3",26,5
"MV-SK-23","4",22,2
"MV-SK-23","4",23,4
"MV-SK-23","4",24,1
"MV-SK-23","4",26,6
"MV-SK-23","5",22,4
"MV-SK-23","5",23,5
"MV-SK-23","5",24,3
"MV-SK-23","5",26,5
"MV-SK-24","1",22,0
"MV-SK-24","1",23,0
"MV-SK-24","1",24,2
"MV-SK-24","1",25,2
"MV-SK-24","1",26,0
"MV-SK-24","10",22,0
"MV-SK-24","10",23,0
"MV-SK-24","10",24,0
"MV-SK-24","10",25,1
"MV-SK-24","10",26,0
"MV-SK-24","11",22,0
"MV-SK-24","11",23,0
"MV-SK-24","11",24,1
"MV-SK-24","11",25,0
"MV-SK-24","11",26,0
"MV-SK-24","2",22,2
"MV-SK-24","2",23,1
"MV-SK-24","2",24,2
"MV-SK-24","2",25,2
"MV-SK-24","2",26,1
"MV-SK-24","3",22,3
"MV-SK-24","3",23,1
"MV-SK-24","3",24,3
"MV-SK-24","3",25,3
"MV-SK-24","3",26,0
"MV-SK-24","4",22,1
"MV-SK-24","4",23,1
"MV-SK-24","4",24,3
"MV-SK-24","4",25,0
"MV-SK-24","4",26,0
"MV-SK-24","5",22,4
"MV-SK-24","5",23,1
"MV-SK-24","5",24,0
"MV-SK-24","5",25,2
"MV-SK-24","5",26,1
"MV-SK-24","6",22,0
"MV-SK-24","6",23,1
"MV-SK-24","6",24,1
"MV-SK-24","6",25,3
"MV-SK-24","6",26,0
"MV-SK-24","7",22,0
"MV-SK-24","7",23,2
"MV-SK-24","7",24,1
"MV-SK-24","7",25,2
"MV-SK-24","7",26,0
"MV-SK-24","8",22,0
"MV-SK-24","8",23,1
"MV-SK-24","8",24,1
"MV-SK-24","8",25,3
"MV-SK-24","8",26,0
"MV-SK-24","9",22,0
"MV-SK-24","9",23,0
"MV-SK-24","9",24,0
"MV-SK-24","9",25,1
"MV-SK-24","9",26,0
"NI-AG-23","1",22,0
"NI-AG-23","1",23,3
"NI-AG-23","1",24,3
"NI-AG-23","1",25,2
"NI-AG-23","1",26,2
"NI-AG-23","1",27,3
"NI-AG-23","2",22,0
"NI-AG-23","2",23,1
"NI-AG-23","2",24,1
"NI-AG-23","2",25,3
"NI-AG-23","2",26,0
"NI-AG-23","2",27,1
"NI-AG-23","3",22,0
"NI-AG-23","3",23,0
"NI-AG-23","3",24,0
"NI-AG-23","3",25,4
"NI-AG-23","3",26,1
"NI-AG-23","3",27,1
"NI-AG-23","4",22,0
"NI-AG-23","4",23,2
"NI-AG-23","4",24,3
"NI-AG-23","4",25,3
"NI-AG-23","4",26,3
"NI-AG-23","4",27,2
"NI-AG-23","5",22,0
"NI-AG-23","5",23,1
"NI-AG-23","5",24,2
"NI-AG-23","5",25,3
"NI-AG-23","5",26,2
"NI-AG-23","5",27,3
"NI-AG-23","6",22,1
"NI-AG-23","6",23,3
"NI-AG-23","6",24,1
"NI-AG-23","6",25,4
"NI-AG-23","6",26,0
"NI-AG-23","6",27,1
"NI-CG-17","1",20,0
"NI-CG-17","1",21,1
"NI-CG-17","1",22,2
"NI-CG-17","1",23,0
"NI-CG-17","1",24,1
"NI-CG-17","1",25,0
"NI-CG-17","1",26,0
"NI-CG-17","1",27,4
"NI-CG-17","2",20,1
"NI-CG-17","2",21,2
"NI-CG-17","2",22,2
"NI-CG-17","2",23,0
"NI-CG-17","2",24,3
"NI-CG-17","2",25,1
"NI-CG-17","2",26,0
"NI-CG-17","2",27,3
"NI-CG-17","3",20,0
"NI-CG-17","3",21,1
"NI-CG-17","3",22,0
"NI-CG-17","3",23,1
"NI-CG-17","3",24,0
"NI-CG-17","3",25,0
"NI-CG-17","3",26,0
"NI-CG-17","3",27,3
"NI-CG-17","4",20,0
"NI-CG-17","4",21,0
"NI-CG-17","4",22,0
"NI-CG-17","4",23,0
"NI-CG-17","4",24,0
"NI-CG-17","4",25,0
"NI-CG-17","4",26,0
"NI-CG-17","4",27,1
"NI-CG-18","1",21,2
"NI-CG-18","1",22,1
"NI-CG-18","1",23,2
"NI-CG-18","1",24,1
"NI-CG-18","1",25,1
"NI-CG-18","1",26,0
"NI-CG-18","2",21,2
"NI-CG-18","2",22,0
"NI-CG-18","2",23,0
"NI-CG-18","2",24,3
"NI-CG-18","2",25,1
"NI-CG-18","2",26,0
"NI-CG-18","3",21,1
"NI-CG-18","3",22,1
"NI-CG-18","3",23,3
"NI-CG-18","3",24,1
"NI-CG-18","3",25,0
"NI-CG-18","3",26,0
"NI-CG-18","4",21,1
"NI-CG-18","4",22,0
"NI-CG-18","4",23,1
"NI-CG-18","4",24,0
"NI-CG-18","4",25,1
"NI-CG-18","4",26,0
"NI-CG-18","5",21,3
"NI-CG-18","5",22,0
"NI-CG-18","5",23,1
"NI-CG-18","5",24,1
"NI-CG-18","5",25,0
"NI-CG-18","5",26,0
"NI-CG-19","1",21,1
"NI-CG-19","1",22,2
"NI-CG-19","1",23,0
"NI-CG-19","1",24,0
"NI-CG-19","1",26,2
"NI-CG-19","2",21,0
"NI-CG-19","2",22,1
"NI-CG-19","2",23,0
"NI-CG-19","2",24,0
"NI-CG-19","2",26,2
"NI-CG-19","3",21,1
"NI-CG-19","3",22,1
"NI-CG-19","3",23,0
"NI-CG-19","3",24,1
"NI-CG-19","3",26,2
"NI-CG-19","4",21,1
"NI-CG-19","4",22,2
"NI-CG-19","4",23,0
"NI-CG-19","4",24,2
"NI-CG-19","4",26,1
"NI-CG-19","5",21,0
"NI-CG-19","5",22,0
"NI-CG-19","5",23,0
"NI-CG-19","5",24,1
"NI-CG-19","5",26,2
"NI-HO-18","1",20,1
"NI-HO-18","1",21,0
"NI-HO-18","1",22,0
"NI-HO-18","1",23,1
"NI-HO-18","1",24,1
"NI-HO-18","2",20,1
"NI-HO-18","2",21,2
"NI-HO-18","2",22,2
"NI-HO-18","2",23,4
"NI-HO-18","2",24,3
"NI-HO-18","3",20,1
"NI-HO-18","3",21,4
"NI-HO-18","3",22,3
"NI-HO-18","3",23,5
"NI-HO-18","3",24,9
"NI-HO-18","4",20,2
"NI-HO-18","4",21,0
"NI-HO-18","4",22,0
"NI-HO-18","4",23,3
"NI-HO-18","4",24,3
"NI-MT-17","1",20,1
"NI-MT-17","1",21,0
"NI-MT-17","1",22,0
"NI-MT-17","1",23,0
"NI-MT-17","1",24,0
"NI-MT-17","1",25,0
"NI-MT-17","1",26,0
"NI-MT-17","1",27,0
"NI-MT-17","1",28,0
"NI-MT-17","2",20,0
"NI-MT-17","2",21,0
"NI-MT-17","2",22,0
"NI-MT-17","2",23,1
"NI-MT-17","2",24,2
"NI-MT-17","2",25,0
"NI-MT-17","2",26,0
"NI-MT-17","2",27,0
"NI-MT-17","2",28,0
"NI-MT-17","3",20,0
"NI-MT-17","3",21,0
"NI-MT-17","3",22,0
"NI-MT-17","3",23,0
"NI-MT-17","3",24,1
"NI-MT-17","3",25,0
"NI-MT-17","3",26,0
"NI-MT-17","3",27,0
"NI-MT-17","3",28,0
"NI-MT-17","4",20,1
"NI-MT-17","4",21,0
"NI-MT-17","4",22,0
"NI-MT-17","4",23,0
"NI-MT-17","4",24,0
"NI-MT-17","4",25,0
"NI-MT-17","4",26,0
"NI-MT-17","4",27,0
"NI-MT-17","4",28,0
"NI-MT-17","5",20,1
"NI-MT-17","5",21,0
"NI-MT-17","5",22,0
"NI-MT-17","5",23,0
"NI-MT-17","5",24,0
"NI-MT-17","5",25,0
"NI-MT-17","5",26,0
"NI-MT-17","5",27,0
"NI-MT-17","5",28,0
"NI-MT-17","6",20,0
"NI-MT-17","6",21,0
"NI-MT-17","6",22,0
"NI-MT-17","6",23,1
"NI-MT-17","6",24,0
"NI-MT-17","6",25,0
"NI-MT-17","6",26,0
"NI-MT-17","6",27,0
"NI-MT-17","6",28,0
"NI-MT-17","7",20,1
"NI-MT-17","7",21,0
"NI-MT-17","7",22,0
"NI-MT-17","7",23,1
"NI-MT-17","7",24,1
"NI-MT-17","7",25,0
"NI-MT-17","7",26,0
"NI-MT-17","7",27,0
"NI-MT-17","7",28,2
"NI-MT-17","8",20,0
"NI-MT-17","8",21,0
"NI-MT-17","8",22,0
"NI-MT-17","8",23,0
"NI-MT-17","8",24,0
"NI-MT-17","8",25,0
"NI-MT-17","8",26,0
"NI-MT-17","8",27,0
"NI-MT-17","8",28,2
"NI-MT-17","9",20,0
"NI-MT-17","9",21,2
"NI-MT-17","9",22,0
"NI-MT-17","9",23,2
"NI-MT-17","9",24,1
"NI-MT-17","9",25,0
"NI-MT-17","9",26,0
"NI-MT-17","9",27,0
"NI-MT-17","9",28,3
"NI-N1-24","1",22,3
"NI-N1-24","1",24,3
"NI-N1-24","1",25,4
"NI-N1-24","1",27,6
"NI-N1-24","10",22,2
"NI-N1-24","10",24,4
"NI-N1-24","10",25,1
"NI-N1-24","10",27,2
"NI-N1-24","2",22,3
"NI-N1-24","2",24,2
"NI-N1-24","2",25,5
"NI-N1-24","2",27,2
"NI-N1-24","3",22,3
"NI-N1-24","3",24,2
"NI-N1-24","3",25,3
"NI-N1-24","3",27,4
"NI-N1-24","4",22,4
"NI-N1-24","4",24,2
"NI-N1-24","4",25,1
"NI-N1-24","4",27,0
"NI-N1-24","5",22,2
"NI-N1-24","5",24,0
"NI-N1-24","5",25,3
"NI-N1-24","5",27,0
"NI-N1-24","6",22,2
"NI-N1-24","6",24,1
"NI-N1-24","6",25,1
"NI-N1-24","6",27,2
"NI-N1-24","7",22,3
"NI-N1-24","7",24,2
"NI-N1-24","7",25,1
"NI-N1-24","7",27,2
"NI-N1-24","8",22,1
"NI-N1-24","8",24,1
"NI-N1-24","8",25,1
"NI-N1-24","8",27,0
"NI-N1-24","9",22,1
"NI-N1-24","9",24,2
"NI-N1-24","9",25,3
"NI-N1-24","9",27,3
"NI-N2-24","1",22,5
"NI-N2-24","1",24,0
"NI-N2-24","1",25,2
"NI-N2-24","1",27,1
"NI-N2-24","10",22,1
"NI-N2-24","10",24,4
"NI-N2-24","10",25,1
"NI-N2-24","10",27,2
"NI-N2-24","2",22,3
"NI-N2-24","2",24,1
"NI-N2-24","2",25,2
"NI-N2-24","2",27,1
"NI-N2-24","3",22,2
"NI-N2-24","3",24,1
"NI-N2-24","3",25,5
"NI-N2-24","3",27,1
"NI-N2-24","4",22,1
"NI-N2-24","4",24,0
"NI-N2-24","4",25,3
"NI-N2-24","4",27,4
"NI-N2-24","5",22,1
"NI-N2-24","5",24,1
"NI-N2-24","5",25,2
"NI-N2-24","5",27,3
"NI-N2-24","6",22,0
"NI-N2-24","6",24,1
"NI-N2-24","6",25,2
"NI-N2-24","6",27,3
"NI-N2-24","7",22,1
"NI-N2-24","7",24,2
"NI-N2-24","7",25,1
"NI-N2-24","7",27,2
"NI-N2-24","8",22,0
"NI-N2-24","8",24,1
"NI-N2-24","8",25,1
"NI-N2-24","8",27,2
"NI-N2-24","9",22,1
"NI-N2-24","9",24,0
"NI-N2-24","9",25,1
"NI-N2-24","9",27,0
"NI-R1-24","1",22,1
"NI-R1-24","1",23,0
"NI-R1-24","1",24,3
"NI-R1-24","1",25,1
"NI-R1-24","1",26,2
"NI-R1-24","1",27,2
"NI-R1-24","1",28,2
"NI-R1-24","10",22,2
"NI-R1-24","10",23,0
"NI-R1-24","10",24,0
"NI-R1-24","10",25,0
"NI-R1-24","10",26,2
"NI-R1-24","10",27,1
"NI-R1-24","10",28,2
"NI-R1-24","2",22,2
"NI-R1-24","2",23,1
"NI-R1-24","2",24,4
"NI-R1-24","2",25,2
"NI-R1-24","2",26,2
"NI-R1-24","2",27,3
"NI-R1-24","2",28,2
"NI-R1-24","3",22,0
"NI-R1-24","3",23,3
"NI-R1-24","3",24,2
"NI-R1-24","3",25,1
"NI-R1-24","3",26,1
"NI-R1-24","3",27,2
"NI-R1-24","3",28,0
"NI-R1-24","4",22,4
"NI-R1-24","4",23,1
"NI-R1-24","4",24,5
"NI-R1-24","4",25,1
"NI-R1-24","4",26,4
"NI-R1-24","4",27,3
"NI-R1-24","4",28,2
"NI-R1-24","5",22,1
"NI-R1-24","5",23,1
"NI-R1-24","5",24,2
"NI-R1-24","5",25,0
"NI-R1-24","5",26,0
"NI-R1-24","5",27,3
"NI-R1-24","5",28,2
"NI-R1-24","6",22,1
"NI-R1-24","6",23,3
"NI-R1-24","6",24,3
"NI-R1-24","6",25,2
"NI-R1-24","6",26,0
"NI-R1-24","6",27,6
"NI-R1-24","6",28,2
"NI-R1-24","7",22,3
"NI-R1-24","7",23,1
"NI-R1-24","7",24,1
"NI-R1-24","7",25,0
"NI-R1-24","7",26,2
"NI-R1-24","7",27,3
"NI-R1-24","7",28,0
"NI-R1-24","8",22,0
"NI-R1-24","8",23,0
"NI-R1-24","8",24,0
"NI-R1-24","8",25,3
"NI-R1-24","8",26,1
"NI-R1-24","8",27,0
"NI-R1-24","8",28,0
"NI-R1-24","9",22,1
"NI-R1-24","9",23,3
"NI-R1-24","9",24,1
"NI-R1-24","9",25,2
"NI-R1-24","9",26,2
"NI-R1-24","9",27,2
"NI-R1-24","9",28,1
"NI-R2-24","1",22,4
"NI-R2-24","1",24,1
"NI-R2-24","1",25,2
"NI-R2-24","1",26,3
"NI-R2-24","1",27,2
"NI-R2-24","1",28,4
"NI-R2-24","10",22,0
"NI-R2-24","10",24,0
"NI-R2-24","10",25,0
"NI-R2-24","10",26,2
"NI-R2-24","10",27,2
"NI-R2-24","10",28,1
"NI-R2-24","11",22,0
"NI-R2-24","11",24,0
"NI-R2-24","11",25,0
"NI-R2-24","11",26,1
"NI-R2-24","11",27,0
"NI-R2-24","11",28,1
"NI-R2-24","12",22,2
"NI-R2-24","12",24,1
"NI-R2-24","12",25,1
"NI-R2-24","12",26,1
"NI-R2-24","12",27,1
"NI-R2-24","12",28,2
"NI-R2-24","13",22,0
"NI-R2-24","13",24,2
"NI-R2-24","13",25,0
"NI-R2-24","13",26,2
"NI-R2-24","13",27,1
"NI-R2-24","13",28,2
"NI-R2-24","14",22,0
"NI-R2-24","14",24,0
"NI-R2-24","14",25,0
"NI-R2-24","14",26,2
"NI-R2-24","14",27,2
"NI-R2-24","14",28,2
"NI-R2-24","15",22,1
"NI-R2-24","15",24,1
"NI-R2-24","15",25,0
"NI-R2-24","15",26,0
"NI-R2-24","15",27,0
"NI-R2-24","15",28,2
"NI-R2-24","2",22,2
"NI-R2-24","2",24,2
"NI-R2-24","2",25,1
"NI-R2-24","2",26,2
"NI-R2-24","2",27,1
"NI-R2-24","2",28,4
"NI-R2-24","3",22,2
"NI-R2-24","3",24,4
"NI-R2-24","3",25,2
"NI-R2-24","3",26,1
"NI-R2-24","3",27,3
"NI-R2-24","3",28,1
"NI-R2-24","4",22,0
"NI-R2-24","4",24,3
"NI-R2-24","4",25,1
"NI-R2-24","4",26,1
"NI-R2-24","4",27,1
"NI-R2-24","4",28,2
"NI-R2-24","5",22,1
"NI-R2-24","5",24,0
"NI-R2-24","5",25,1
"NI-R2-24","5",26,0
"NI-R2-24","5",27,0
"NI-R2-24","5",28,3
"NI-R2-24","6",22,1
"NI-R2-24","6",24,0
"NI-R2-24","6",25,0
"NI-R2-24","6",26,1
"NI-R2-24","6",27,1
"NI-R2-24","6",28,2
"NI-R2-24","7",22,1
"NI-R2-24","7",24,1
"NI-R2-24","7",25,0
"NI-R2-24","7",26,1
"NI-R2-24","7",27,1
"NI-R2-24","7",28,3
"NI-R2-24","8",22,0
"NI-R2-24","8",24,3
"NI-R2-24","8",25,0
"NI-R2-24","8",26,1
"NI-R2-24","8",27,1
"NI-R2-24","8",28,1
"NI-R2-24","9",22,1
"NI-R2-24","9",24,0
"NI-R2-24","9",25,1
"NI-R2-24","9",26,0
"NI-R2-24","9",27,1
"NI-R2-24","9",28,2
"NI-SH-17","1",21,2
"NI-SH-17","1",22,1
"NI-SH-17","1",23,2
"NI-SH-17","1",24,0
"NI-SH-17","1",25,0
"NI-SH-17","2",21,0
"NI-SH-17","2",22,4
"NI-SH-17","2",23,0
"NI-SH-17","2",24,2
"NI-SH-17","2",25,5
"NI-SH-17","3",21,1
"NI-SH-17","3",22,1
"NI-SH-17","3",23,0
"NI-SH-17","3",24,1
"NI-SH-17","3",25,3
"NI-SH-17","4",21,1
"NI-SH-17","4",22,5
"NI-SH-17","4",23,0
"NI-SH-17","4",24,2
"NI-SH-17","4",25,1
"NI-SH-17","5",21,3
"NI-SH-17","5",22,2
"NI-SH-17","5",23,3
"NI-SH-17","5",24,2
"NI-SH-17","5",25,4
"NI-SH-21","1",23,1
"NI-SH-21","1",24,2
"NI-SH-21","1",25,0
"NI-SH-21","1",26,2
"NI-SH-21","1",27,0
"NI-SH-21","1",28,1
"NI-SH-21","2",23,2
"NI-SH-21","2",24,1
"NI-SH-21","2",25,0
"NI-SH-21","2",26,0
"NI-SH-21","2",27,0
"NI-SH-21","2",28,2
"NI-SH-21","3",23,2
"NI-SH-21","3",24,0
"NI-SH-21","3",25,2
"NI-SH-21","3",26,0
"NI-SH-21","3",27,0
"NI-SH-21","3",28,3
"NI-SH-21","4",23,2
"NI-SH-21","4",24,1
"NI-SH-21","4",25,3
"NI-SH-21","4",26,1
"NI-SH-21","4",27,0
"NI-SH-21","4",28,2
"NI-SH-21","5",23,1
"NI-SH-21","5",24,2
"NI-SH-21","5",25,0
"NI-SH-21","5",26,0
"NI-SH-21","5",27,0
"NI-SH-21","5",28,3
"NI-SH-23","1",21,2
"NI-SH-23","1",22,2
"NI-SH-23","1",23,0
"NI-SH-23","1",24,0
"NI-SH-23","1",26,2
"NI-SH-23","2",21,0
"NI-SH-23","2",22,0
"NI-SH-23","2",23,0
"NI-SH-23","2",24,0
"NI-SH-23","2",26,3
"NI-SH-23","3",21,1
"NI-SH-23","3",22,0
"NI-SH-23","3",23,2
"NI-SH-23","3",24,0
"NI-SH-23","3",26,1
"NI-SH-23","4",21,0
"NI-SH-23","4",22,0
"NI-SH-23","4",23,1
"NI-SH-23","4",24,1
"NI-SH-23","4",26,1
"NI-SH-23","5",21,2
"NI-SH-23","5",22,2
"NI-SH-23","5",23,1
"NI-SH-23","5",24,1
"NI-SH-23","5",26,1
"NI-SH-23","6",21,3
"NI-SH-23","6",22,0
"NI-SH-23","6",23,2
"NI-SH-23","6",24,0
"NI-SH-23","6",26,4
"NI-V1-24","1",21,3
"NI-V1-24","1",22,1
"NI-V1-24","1",23,0
"NI-V1-24","1",24,4
"NI-V1-24","1",25,5
"NI-V1-24","1",26,4
"NI-V1-24","1",27,2
"NI-V1-24","10",21,0
"NI-V1-24","10",22,0
"NI-V1-24","10",23,2
"NI-V1-24","10",24,2
"NI-V1-24","10",25,2
"NI-V1-24","10",26,2
"NI-V1-24","10",27,2
"NI-V1-24","2",21,3
"NI-V1-24","2",22,3
"NI-V1-24","2",23,1
"NI-V1-24","2",24,4
"NI-V1-24","2",25,3
"NI-V1-24","2",26,2
"NI-V1-24","2",27,4
"NI-V1-24","3",21,3
"NI-V1-24","3",22,1
"NI-V1-24","3",23,1
"NI-V1-24","3",24,3
"NI-V1-24","3",25,1
"NI-V1-24","3",26,1
"NI-V1-24","3",27,2
"NI-V1-24","4",21,4
"NI-V1-24","4",22,2
"NI-V1-24","4",23,0
"NI-V1-24","4",24,3
"NI-V1-24","4",25,5
"NI-V1-24","4",26,2
"NI-V1-24","4",27,2
"NI-V1-24","5",21,0
"NI-V1-24","5",22,0
