"site_short","site_sum","netNr","decade","effort","year","distance_m","maize_1000m","woodS_1000m","grassS_1000m","settlement_1000m","maize_750m","woodS_750m","grassS_750m","settlement_750m","maize_500m","woodS_500m","grassS_500m","settlement_500m","maize_250m","woodS_250m","grassS_250m","settlement_250m","maize_100m","woodS_100m","grassS_100m","settlement_100m","prop_weed","Hoehe_cm","lon","lat","julian_day"
"BW-K1-22","BW-K1","3",24,349.166666666667,2022,2.4,4.96,42.04,22.62,12.3,7.59,36.09,26.87,11.19,9.54,28.99,36.98,5.59,17.95,29.29,34.64,2.27,36.68,16.78,25.16,0,30,270,8.993712,48.476553,24
"BW-K1-22","BW-K1","4",21,100,2022,11,4.94,42.64,22.48,12.07,7.65,37.2,26.49,10.48,8.99,30.06,37.12,4.97,17.66,31.41,33.65,1.46,40.2,20.85,18.74,0,35,300,8.993651,48.476404,21
"BW-K1-22","BW-K1","4",22,324.583333333333,2022,11,4.94,42.64,22.48,12.07,7.65,37.2,26.49,10.48,8.99,30.06,37.12,4.97,17.66,31.41,33.65,1.46,40.2,20.85,18.74,0,40,305,8.993651,48.476404,22
"BW-K1-22","BW-K1","4",24,349.166666666667,2022,11,4.94,42.64,22.48,12.07,7.65,37.2,26.49,10.48,8.99,30.06,37.12,4.97,17.66,31.41,33.65,1.46,40.2,20.85,18.74,0,10,320,8.993651,48.476404,24
"BW-K1-22","BW-K1","5",21,100,2022,20.8,4.94,42.71,22.53,11.96,7.73,37.35,26.55,10.1,8.89,30.36,36.89,4.66,17.76,31.68,33.58,0.98,44.98,19.76,15.01,0,35,280,8.99353,48.476362,21
"BW-K1-22","BW-K1","5",22,324.583333333333,2022,20.8,4.94,42.71,22.53,11.96,7.73,37.35,26.55,10.1,8.89,30.36,36.89,4.66,17.76,31.68,33.58,0.98,44.98,19.76,15.01,0,40,295,8.99353,48.476362,22
"BW-K1-22","BW-K1","5",24,349.166666666667,2022,20.8,4.94,42.71,22.53,11.96,7.73,37.35,26.55,10.1,8.89,30.36,36.89,4.66,17.76,31.68,33.58,0.98,44.98,19.76,15.01,0,20,310,8.99353,48.476362,24
"BW-K1-22","BW-K1","6",21,100,2022,29.1,4.95,42.8,22.56,11.85,7.8,37.5,26.6,9.76,8.79,30.65,36.66,4.42,17.8,31.73,33.68,0.62,49,18.88,12.02,0,80,290,8.99343,48.476323,21
"BW-K1-22","BW-K1","6",22,324.583333333333,2022,29.1,4.95,42.8,22.56,11.85,7.8,37.5,26.6,9.76,8.79,30.65,36.66,4.42,17.8,31.73,33.68,0.62,49,18.88,12.02,0,50,300,8.99343,48.476323,22
"BW-K1-22","BW-K1","6",24,349.166666666667,2022,29.1,4.95,42.8,22.56,11.85,7.8,37.5,26.6,9.76,8.79,30.65,36.66,4.42,17.8,31.73,33.68,0.62,49,18.88,12.02,0,20,305,8.99343,48.476323,24
"BW-K1-22","BW-K1","7",21,100,2022,37.5,4.95,42.88,22.62,11.73,7.87,37.67,26.65,9.39,8.69,30.94,36.34,4.24,17.83,31.67,33.76,0.31,53.14,17.67,9.34,0,60,290,8.993327,48.476284,21
"BW-K1-22","BW-K1","7",22,324.583333333333,2022,37.5,4.95,42.88,22.62,11.73,7.87,37.67,26.65,9.39,8.69,30.94,36.34,4.24,17.83,31.67,33.76,0.31,53.14,17.67,9.34,0,60,295,8.993327,48.476284,22
"BW-K1-22","BW-K1","7",24,349.166666666667,2022,37.5,4.95,42.88,22.62,11.73,7.87,37.67,26.65,9.39,8.69,30.94,36.34,4.24,17.83,31.67,33.76,0.31,53.14,17.67,9.34,0,30,290,8.993327,48.476284,24
"BW-K1-22","BW-K1","8",21,100,2022,40.1,4.96,42.93,22.68,11.61,7.93,37.78,26.73,9.06,8.62,31.2,35.99,4.09,17.87,31.5,33.81,0.09,56.95,16.12,7.4,0,50,305,8.993222,48.476251,21
"BW-K1-22","BW-K1","8",22,324.583333333333,2022,40.1,4.96,42.93,22.68,11.61,7.93,37.78,26.73,9.06,8.62,31.2,35.99,4.09,17.87,31.5,33.81,0.09,56.95,16.12,7.4,0,50,300,8.993222,48.476251,22
"BW-K1-22","BW-K1","8",24,349.166666666667,2022,40.1,4.96,42.93,22.68,11.61,7.93,37.78,26.73,9.06,8.62,31.2,35.99,4.09,17.87,31.5,33.81,0.09,56.95,16.12,7.4,0,25,315,8.993222,48.476251,24
"BW-K1-22","BW-K1","9",21,100,2022,40.2,4.96,43.04,22.73,11.47,7.98,37.94,26.77,8.71,8.54,31.53,35.6,3.94,17.85,31.63,33.29,0,58.92,15.16,7.02,0,55,300,8.993124,48.476211,21
"BW-K1-22","BW-K1","9",22,324.583333333333,2022,40.2,4.96,43.04,22.73,11.47,7.98,37.94,26.77,8.71,8.54,31.53,35.6,3.94,17.85,31.63,33.29,0,58.92,15.16,7.02,0,45,295,8.993124,48.476211,22
"BW-K1-22","BW-K1","9",24,349.166666666667,2022,40.2,4.96,43.04,22.73,11.47,7.98,37.94,26.77,8.71,8.54,31.53,35.6,3.94,17.85,31.63,33.29,0,58.92,15.16,7.02,0,15,305,8.993124,48.476211,24
"BW-L1-22","BW-L1","1",21,200,2022,12.9,14.69,4.26,21.86,10.48,13.33,6.91,28.65,5.38,11.34,10.35,34.13,0.51,11.97,1.13,36.91,1.2,29.86,5.98,21.54,6.72,40,240,8.889671,48.419843,21
"BW-L1-22","BW-L1","1",23,324.583333333333,2022,12.9,14.69,4.26,21.86,10.48,13.33,6.91,28.65,5.38,11.34,10.35,34.13,0.51,11.97,1.13,36.91,1.2,29.86,5.98,21.54,6.72,75,260,8.889671,48.419843,23
"BW-L1-22","BW-L1","1",24,311.666666666667,2022,12.9,12.3,4.26,21.86,10.48,10.51,6.91,28.65,5.38,8.06,10.35,34.13,0.51,9.74,1.13,36.91,1.2,29.86,5.98,21.54,6.72,85,260,8.889671,48.419843,24
"BW-L1-22","BW-L1","1",25,174.583333333333,2022,12.9,1.77,4.26,21.86,10.48,2.35,6.91,28.65,5.38,5.09,10.35,34.13,0.51,9.46,1.13,36.91,1.2,29.86,5.98,21.54,6.72,65,270,8.889671,48.419843,25
"BW-L1-22","BW-L1","1",26,324.166666666667,2022,12.9,1.77,4.26,21.86,10.48,2.35,6.91,28.65,5.38,5.09,10.35,34.13,0.51,9.46,1.13,36.91,1.2,29.86,5.98,21.54,6.72,85,265,8.889671,48.419843,26
"BW-L1-22","BW-L1","1",28,125,2022,12.9,1.77,4.26,21.86,10.48,2.35,6.91,28.65,5.38,5.09,10.35,34.13,0.51,9.46,1.13,36.91,1.2,29.86,5.98,21.54,6.72,60,265,8.889671,48.419843,28
"BW-L1-22","BW-L1","10",21,200,2022,35.5,14.98,4.03,22.68,10.02,12.39,6.96,29.57,4.91,10.21,10.26,35.92,0.37,18.83,1.13,34.45,1.2,47.81,3.46,37.71,7.13,50,225,8.888751,48.419859,21
"BW-L1-22","BW-L1","10",23,324.583333333333,2022,35.5,14.98,4.03,22.68,10.02,12.39,6.96,29.57,4.91,10.21,10.26,35.92,0.37,18.83,1.13,34.45,1.2,47.81,3.46,37.71,7.13,50,260,8.888751,48.419859,23
"BW-L1-22","BW-L1","10",24,311.666666666667,2022,35.5,12.39,4.03,22.68,10.02,9.88,6.96,29.57,4.91,7.35,10.26,35.92,0.37,14.21,1.13,34.45,1.2,47.81,3.46,37.71,7.13,70,265,8.888751,48.419859,24
"BW-L1-22","BW-L1","10",25,174.583333333333,2022,35.5,1.77,4.03,22.68,10.02,2.35,6.96,29.57,4.91,4.73,10.26,35.92,0.37,12.52,1.13,34.45,1.2,47.81,3.46,37.71,7.13,60,270,8.888751,48.419859,25
"BW-L1-22","BW-L1","10",26,324.166666666667,2022,35.5,1.77,4.03,22.68,10.02,2.35,6.96,29.57,4.91,4.73,10.26,35.92,0.37,12.52,1.13,34.45,1.2,47.81,3.46,37.71,7.13,85,260,8.888751,48.419859,26
"BW-L1-22","BW-L1","10",28,125,2022,35.5,1.77,4.03,22.68,10.02,2.35,6.96,29.57,4.91,4.73,10.26,35.92,0.37,12.52,1.13,34.45,1.2,47.81,3.46,37.71,7.13,95,255,8.888751,48.419859,28
"BW-L1-22","BW-L1","2",21,200,2022,12.3,14.89,4.26,21.85,10.26,13.56,6.89,28.77,5.07,11.42,10.15,34.55,0.45,12.66,1.13,36.64,1.2,30.03,6.09,19.73,7.46,25,220,8.889636,48.419926,21
"BW-L1-22","BW-L1","2",23,324.583333333333,2022,12.3,14.89,4.26,21.85,10.26,13.56,6.89,28.77,5.07,11.42,10.15,34.55,0.45,12.66,1.13,36.64,1.2,30.03,6.09,19.73,7.46,55,270,8.889636,48.419926,23
"BW-L1-22","BW-L1","2",24,311.666666666667,2022,12.3,12.5,4.26,21.85,10.26,10.76,6.89,28.77,5.07,8.05,10.15,34.55,0.45,10.38,1.13,36.64,1.2,30.03,6.09,19.73,7.46,65,275,8.889636,48.419926,24
"BW-L1-22","BW-L1","2",25,174.583333333333,2022,12.3,1.77,4.26,21.85,10.26,2.35,6.89,28.77,5.07,5.02,10.15,34.55,0.45,9.66,1.13,36.64,1.2,30.03,6.09,19.73,7.46,70,260,8.889636,48.419926,25
"BW-L1-22","BW-L1","2",26,324.166666666667,2022,12.3,1.77,4.26,21.85,10.26,2.35,6.89,28.77,5.07,5.02,10.15,34.55,0.45,9.66,1.13,36.64,1.2,30.03,6.09,19.73,7.46,75,265,8.889636,48.419926,26
"BW-L1-22","BW-L1","2",28,125,2022,12.3,1.77,4.26,21.85,10.26,2.35,6.89,28.77,5.07,5.02,10.15,34.55,0.45,9.66,1.13,36.64,1.2,30.03,6.09,19.73,7.46,45,235,8.889636,48.419926,28
"BW-L1-22","BW-L1","3",21,200,2022,11,15.08,4.27,21.83,10,13.79,6.86,28.86,4.76,11.49,9.96,34.97,0.39,13.07,1.13,36.57,1.2,29.74,6.21,19.17,7.47,20,220,8.889612,48.420005,21
"BW-L1-22","BW-L1","3",23,324.583333333333,2022,11,15.08,4.27,21.83,10,13.79,6.86,28.86,4.76,11.49,9.96,34.97,0.39,13.07,1.13,36.57,1.2,29.74,6.21,19.17,7.47,25,240,8.889612,48.420005,23
"BW-L1-22","BW-L1","3",24,311.666666666667,2022,11,12.68,4.27,21.83,10,11,6.86,28.86,4.76,8.04,9.96,34.97,0.39,10.79,1.13,36.57,1.2,29.74,6.21,19.17,7.47,50,250,8.889612,48.420005,24
"BW-L1-22","BW-L1","3",25,174.583333333333,2022,11,1.77,4.27,21.83,10,2.35,6.86,28.86,4.76,4.95,9.96,34.97,0.39,9.79,1.13,36.57,1.2,29.74,6.21,19.17,7.47,70,265,8.889612,48.420005,25
"BW-L1-22","BW-L1","3",26,324.166666666667,2022,11,1.77,4.27,21.83,10,2.35,6.86,28.86,4.76,4.95,9.96,34.97,0.39,9.79,1.13,36.57,1.2,29.74,6.21,19.17,7.47,75,247.5,8.889612,48.420005,26
"BW-L1-22","BW-L1","3",28,125,2022,11,1.77,4.27,21.83,10,2.35,6.86,28.86,4.76,4.95,9.96,34.97,0.39,9.79,1.13,36.57,1.2,29.74,6.21,19.17,7.47,80,265,8.889612,48.420005,28
"BW-L1-22","BW-L1","4",21,200,2022,15.1,15.19,4.23,21.87,9.84,13.83,6.86,28.93,4.57,11.42,9.87,35.34,0.37,13.71,1.13,36.45,1.2,30.79,6.28,20.82,7.47,50,230,8.889531,48.420046,21
"BW-L1-22","BW-L1","4",23,324.583333333333,2022,15.1,15.19,4.23,21.87,9.84,13.83,6.86,28.93,4.57,11.42,9.87,35.34,0.37,13.71,1.13,36.45,1.2,30.79,6.28,20.82,7.47,70,250,8.889531,48.420046,23
"BW-L1-22","BW-L1","4",24,311.666666666667,2022,15.1,12.78,4.23,21.87,9.84,11.08,6.86,28.93,4.57,7.99,9.87,35.34,0.37,11.25,1.13,36.45,1.2,30.79,6.28,20.82,7.47,55,250,8.889531,48.420046,24
"BW-L1-22","BW-L1","4",25,174.583333333333,2022,15.1,1.77,4.23,21.87,9.84,2.35,6.86,28.93,4.57,4.9,9.87,35.34,0.37,10.08,1.13,36.45,1.2,30.79,6.28,20.82,7.47,65,280,8.889531,48.420046,25
"BW-L1-22","BW-L1","4",26,324.166666666667,2022,15.1,1.77,4.23,21.87,9.84,2.35,6.86,28.93,4.57,4.9,9.87,35.34,0.37,10.08,1.13,36.45,1.2,30.79,6.28,20.82,7.47,82.5,277.5,8.889531,48.420046,26
"BW-L1-22","BW-L1","4",28,125,2022,15.1,1.77,4.23,21.87,9.84,2.35,6.86,28.93,4.57,4.9,9.87,35.34,0.37,10.08,1.13,36.45,1.2,30.79,6.28,20.82,7.47,60,250,8.889531,48.420046,28
"BW-L1-22","BW-L1","5",21,200,2022,24.2,15.16,4.18,21.96,9.86,13.61,6.88,28.99,4.62,11.21,9.95,35.49,0.37,14.48,1.13,36.24,1.2,33.3,6.24,23.94,7.47,40,205,8.889414,48.420021,21
"BW-L1-22","BW-L1","5",23,324.583333333333,2022,24.2,15.16,4.18,21.96,9.86,13.61,6.88,28.99,4.62,11.21,9.95,35.49,0.37,14.48,1.13,36.24,1.2,33.3,6.24,23.94,7.47,65,260,8.889414,48.420021,23
"BW-L1-22","BW-L1","5",24,311.666666666667,2022,24.2,12.74,4.18,21.96,9.86,10.91,6.88,28.99,4.62,7.89,9.95,35.49,0.37,11.7,1.13,36.24,1.2,33.3,6.24,23.94,7.47,55,260,8.889414,48.420021,24
"BW-L1-22","BW-L1","5",25,174.583333333333,2022,24.2,1.77,4.18,21.96,9.86,2.35,6.88,28.99,4.62,4.89,9.95,35.49,0.37,10.44,1.13,36.24,1.2,33.3,6.24,23.94,7.47,60,275,8.889414,48.420021,25
"BW-L1-22","BW-L1","5",26,324.166666666667,2022,24.2,1.77,4.18,21.96,9.86,2.35,6.88,28.99,4.62,4.89,9.95,35.49,0.37,10.44,1.13,36.24,1.2,33.3,6.24,23.94,7.47,80,267.5,8.889414,48.420021,26
"BW-L1-22","BW-L1","5",28,125,2022,24.2,1.77,4.18,21.96,9.86,2.35,6.88,28.99,4.62,4.89,9.95,35.49,0.37,10.44,1.13,36.24,1.2,33.3,6.24,23.94,7.47,75,255,8.889414,48.420021,28
"BW-L1-22","BW-L1","6",21,200,2022,33,15.13,4.14,22.06,9.88,13.39,6.9,29.07,4.65,11,10.02,35.65,0.37,15.25,1.13,35.98,1.2,35.73,6.19,26.84,7.47,40,240,8.889299,48.419999,21
"BW-L1-22","BW-L1","6",23,324.583333333333,2022,33,15.13,4.14,22.06,9.88,13.39,6.9,29.07,4.65,11,10.02,35.65,0.37,15.25,1.13,35.98,1.2,35.73,6.19,26.84,7.47,70,270,8.889299,48.419999,23
"BW-L1-22","BW-L1","6",24,311.666666666667,2022,33,12.7,4.14,22.06,9.88,10.74,6.9,29.07,4.65,7.78,10.02,35.65,0.37,12.15,1.13,35.98,1.2,35.73,6.19,26.84,7.47,60,265,8.889299,48.419999,24
"BW-L1-22","BW-L1","6",25,174.583333333333,2022,33,1.77,4.14,22.06,9.88,2.35,6.9,29.07,4.65,4.88,10.02,35.65,0.37,10.8,1.13,35.98,1.2,35.73,6.19,26.84,7.47,65,265,8.889299,48.419999,25
"BW-L1-22","BW-L1","6",26,324.166666666667,2022,33,1.77,4.14,22.06,9.88,2.35,6.9,29.07,4.65,4.88,10.02,35.65,0.37,10.8,1.13,35.98,1.2,35.73,6.19,26.84,7.47,82.5,270,8.889299,48.419999,26
"BW-L1-22","BW-L1","6",28,125,2022,33,1.77,4.14,22.06,9.88,2.35,6.9,29.07,4.65,4.88,10.02,35.65,0.37,10.8,1.13,35.98,1.2,35.73,6.19,26.84,7.47,80,265,8.889299,48.419999,28
"BW-L1-22","BW-L1","7",21,200,2022,34.4,15.1,4.09,22.22,9.91,13.09,6.92,29.18,4.71,10.74,10.1,35.88,0.37,16.23,1.13,35.56,1.2,38.98,6.11,30.36,7.47,40,220,8.88915,48.419964,21
"BW-L1-22","BW-L1","7",23,324.583333333333,2022,34.4,15.1,4.09,22.22,9.91,13.09,6.92,29.18,4.71,10.74,10.1,35.88,0.37,16.23,1.13,35.56,1.2,38.98,6.11,30.36,7.47,55,250,8.88915,48.419964,23
"BW-L1-22","BW-L1","7",24,311.666666666667,2022,34.4,12.62,4.09,22.22,9.91,10.51,6.92,29.18,4.71,7.65,10.1,35.88,0.37,12.72,1.13,35.56,1.2,38.98,6.11,30.36,7.47,65,255,8.88915,48.419964,24
"BW-L1-22","BW-L1","7",25,174.583333333333,2022,34.4,1.77,4.09,22.22,9.91,2.35,6.92,29.18,4.71,4.84,10.1,35.88,0.37,11.27,1.13,35.56,1.2,38.98,6.11,30.36,7.47,70,255,8.88915,48.419964,25
"BW-L1-22","BW-L1","7",26,324.166666666667,2022,34.4,1.77,4.09,22.22,9.91,2.35,6.92,29.18,4.71,4.84,10.1,35.88,0.37,11.27,1.13,35.56,1.2,38.98,6.11,30.36,7.47,87.5,257.5,8.88915,48.419964,26
"BW-L1-22","BW-L1","7",28,125,2022,34.4,1.77,4.09,22.22,9.91,2.35,6.92,29.18,4.71,4.84,10.1,35.88,0.37,11.27,1.13,35.56,1.2,38.98,6.11,30.36,7.47,90,255,8.88915,48.419964,28
"BW-L1-22","BW-L1","8",21,200,2022,35.9,15.03,4.06,22.39,9.98,12.79,6.94,29.29,4.81,10.5,10.19,35.95,0.37,17.11,1.13,35.15,1.2,42.12,5.9,33.28,7.47,25,245,8.889014,48.419918,21
"BW-L1-22","BW-L1","8",23,324.583333333333,2022,35.9,15.03,4.06,22.39,9.98,12.79,6.94,29.29,4.81,10.5,10.19,35.95,0.37,17.11,1.13,35.15,1.2,42.12,5.9,33.28,7.47,35,260,8.889014,48.419918,23
"BW-L1-22","BW-L1","8",24,311.666666666667,2022,35.9,12.52,4.06,22.39,9.98,10.25,6.94,29.29,4.81,7.54,10.19,35.95,0.37,13.22,1.13,35.15,1.2,42.12,5.9,33.28,7.47,35,260,8.889014,48.419918,24
"BW-L1-22","BW-L1","8",25,174.583333333333,2022,35.9,1.77,4.06,22.39,9.98,2.35,6.94,29.29,4.81,4.82,10.19,35.95,0.37,11.69,1.13,35.15,1.2,42.12,5.9,33.28,7.47,45,280,8.889014,48.419918,25
"BW-L1-22","BW-L1","8",26,324.166666666667,2022,35.9,1.77,4.06,22.39,9.98,2.35,6.94,29.29,4.81,4.82,10.19,35.95,0.37,11.69,1.13,35.15,1.2,42.12,5.9,33.28,7.47,80,277.5,8.889014,48.419918,26
"BW-L1-22","BW-L1","8",28,125,2022,35.9,1.77,4.06,22.39,9.98,2.35,6.94,29.29,4.81,4.82,10.19,35.95,0.37,11.69,1.13,35.15,1.2,42.12,5.9,33.28,7.47,75,270,8.889014,48.419918,28
"BW-L1-22","BW-L1","9",21,200,2022,36.2,15,4.04,22.51,10.02,12.59,6.95,29.38,4.87,10.37,10.23,35.96,0.37,17.82,1.13,34.84,1.2,44.5,5.31,35.28,7.43,30,215,8.888907,48.419889,21
"BW-L1-22","BW-L1","9",23,324.583333333333,2022,36.2,15,4.04,22.51,10.02,12.59,6.95,29.38,4.87,10.37,10.23,35.96,0.37,17.82,1.13,34.84,1.2,44.5,5.31,35.28,7.43,45,265,8.888907,48.419889,23
"BW-L1-22","BW-L1","9",24,311.666666666667,2022,36.2,12.46,4.04,22.51,10.02,10.08,6.95,29.38,4.87,7.46,10.23,35.96,0.37,13.62,1.13,34.84,1.2,44.5,5.31,35.28,7.43,45,260,8.888907,48.419889,24
"BW-L1-22","BW-L1","9",25,174.583333333333,2022,36.2,1.77,4.04,22.51,10.02,2.35,6.95,29.38,4.87,4.79,10.23,35.96,0.37,12.03,1.13,34.84,1.2,44.5,5.31,35.28,7.43,65,265,8.888907,48.419889,25
"BW-L1-22","BW-L1","9",26,324.166666666667,2022,36.2,1.77,4.04,22.51,10.02,2.35,6.95,29.38,4.87,4.79,10.23,35.96,0.37,12.03,1.13,34.84,1.2,44.5,5.31,35.28,7.43,77.5,267.5,8.888907,48.419889,26
"BW-L1-22","BW-L1","9",28,125,2022,36.2,1.77,4.04,22.51,10.02,2.35,6.95,29.38,4.87,4.79,10.23,35.96,0.37,12.03,1.13,34.84,1.2,44.5,5.31,35.28,7.43,90,245,8.888907,48.419889,28
"BW-M1-22","BW-M1","1",22,99.5833333333333,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,5,205,8.94062,48.457434,22
"BW-M1-22","BW-M1","1",24,350,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,5,190,8.94062,48.457434,24
"BW-M1-22","BW-M1","1",25,199.583333333333,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,15,240,8.94062,48.457434,25
"BW-M1-22","BW-M1","1",26,100,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,15,240,8.94062,48.457434,26
"BW-M1-22","BW-M1","1",27,300,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,15,200,8.94062,48.457434,27
"BW-M1-22","BW-M1","1",28,523.75,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,36.6666666666667,198.333333333333,8.94062,48.457434,28
"BW-M1-22","BW-M1","1",29,99.5833333333333,2022,11.1,1.49,64.8,15.51,7.8,1.83,67.1,13.39,8.96,2.43,57.34,16.23,15.94,7.66,44.02,8.51,33.1,20.63,50.07,0.78,22.09,40,195,8.94062,48.457434,29
"BW-M1-22","BW-M1","10",22,99.5833333333333,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,25,225,8.941076,48.456658,22
"BW-M1-22","BW-M1","10",24,350,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,10,225,8.941076,48.456658,24
"BW-M1-22","BW-M1","10",25,199.583333333333,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,35,235,8.941076,48.456658,25
"BW-M1-22","BW-M1","10",26,100,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,35,235,8.941076,48.456658,26
"BW-M1-22","BW-M1","10",27,300,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,15,225,8.941076,48.456658,27
"BW-M1-22","BW-M1","10",28,523.75,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,31.6666666666667,233.333333333333,8.941076,48.456658,28
"BW-M1-22","BW-M1","10",29,99.5833333333333,2022,27.9,1.47,69.13,14.46,6.15,2.02,69.55,10.96,9.1,2.43,57.43,15.37,17.28,9.71,53.26,4.01,23.86,34.94,44.46,0.63,13.63,35,230,8.941076,48.456658,29
"BW-M1-22","BW-M1","2",22,99.5833333333333,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,10,205,8.940733,48.457369,22
"BW-M1-22","BW-M1","2",24,350,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,30,200,8.940733,48.457369,24
"BW-M1-22","BW-M1","2",25,199.583333333333,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,40,220,8.940733,48.457369,25
"BW-M1-22","BW-M1","2",26,100,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,40,220,8.940733,48.457369,26
"BW-M1-22","BW-M1","2",27,300,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,45,210,8.940733,48.457369,27
"BW-M1-22","BW-M1","2",28,523.75,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,56.6666666666667,208.333333333333,8.940733,48.457369,28
"BW-M1-22","BW-M1","2",29,99.5833333333333,2022,9,1.51,65.2,15.44,7.54,1.89,67.34,13.05,9.03,2.43,57.21,16.35,16.13,7.94,44.6,8.09,32.23,22.43,50.64,0.32,20,60,205,8.940733,48.457369,29
"BW-M1-22","BW-M1","3",22,99.5833333333333,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,30,200,8.940834,48.457281,22
"BW-M1-22","BW-M1","3",24,350,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,50,205,8.940834,48.457281,24
"BW-M1-22","BW-M1","3",25,199.583333333333,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,45,225,8.940834,48.457281,25
"BW-M1-22","BW-M1","3",26,100,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,45,225,8.940834,48.457281,26
"BW-M1-22","BW-M1","3",27,300,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,50,200,8.940834,48.457281,27
"BW-M1-22","BW-M1","3",28,523.75,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,53.3333333333333,200,8.940834,48.457281,28
"BW-M1-22","BW-M1","3",29,99.5833333333333,2022,7.6,1.53,65.73,15.33,7.29,1.94,67.66,12.65,9.08,2.43,57.05,16.44,16.35,8.27,45.52,7.48,31.16,24.59,49.99,0.28,18.42,60,200,8.940834,48.457281,29
"BW-M1-22","BW-M1","4",22,99.5833333333333,2022,14,1.5,66.08,15.23,7.2,1.92,67.88,12.45,9.04,2.43,57.04,16.39,16.38,8.4,46.38,7.05,30.63,25.33,49.97,0.52,17.43,70,215,8.940791,48.457217,22
"BW-M1-22","BW-M1","4",24,350,2022,14,1.5,66.08,15.23,7.2,1.92,67.88,12.45,9.04,2.43,57.04,16.39,16.38,8.4,46.38,7.05,30.63,25.33,49.97,0.52,17.43,70,215,8.940791,48.457217,24
