"site_short","site_sum","netNr","decade","effort","year","distance_m","maize_1000m","woodS_1000m","grassS_1000m","settlement_1000m","maize_750m","woodS_750m","grassS_750m","settlement_750m","maize_500m","woodS_500m","grassS_500m","settlement_500m","maize_250m","woodS_250m","grassS_250m","settlement_250m","maize_100m","woodS_100m","grassS_100m","settlement_100m","prop_weed","Hoehe_cm","lon","lat","julian_day"
"BW-Z2-22","BW-ZZ","6",22,199.583333333333,2022,22.3,6.5,20.72,17.5,32.32,4.37,22.73,23.02,24.71,2.88,22.78,33.61,18.61,6.93,24.59,48.44,9.89,37.46,6.36,45.43,0,0,270,9.182163,48.538419,22
"BW-Z2-22","BW-ZZ","6",23,125,2022,22.3,6.5,20.72,17.5,32.32,4.37,22.73,23.02,24.71,2.88,22.78,33.61,18.61,6.93,24.59,48.44,9.89,37.46,6.36,45.43,0,0,270,9.182163,48.538419,23
"BW-Z2-22","BW-ZZ","6",24,99.5833333333333,2022,22.3,6.5,20.72,17.5,32.32,4.37,22.73,23.02,24.71,2.88,22.78,33.61,18.61,6.93,24.59,48.44,9.89,37.46,6.36,45.43,0,5,295,9.182163,48.538419,24
"BW-Z2-22","BW-ZZ","6",25,298.75,2022,22.3,3.39,20.72,17.5,32.32,2.37,22.73,23.02,24.71,2.69,22.78,33.61,18.61,6.93,24.59,48.44,9.89,37.46,6.36,45.43,0,0,300,9.182163,48.538419,25
"BW-Z2-22","BW-ZZ","6",27,299.583333333333,2022,22.3,3.39,20.72,17.5,32.32,2.37,22.73,23.02,24.71,2.69,22.78,33.61,18.61,6.93,24.59,48.44,9.89,37.46,6.36,45.43,0,5,310,9.182163,48.538419,27
"BW-Z2-22","BW-ZZ","7",21,99.5833333333333,2022,21.8,6.57,20.71,17.53,32.23,4.47,22.69,23.13,24.58,2.97,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,5,300,9.182145,48.538309,21
"BW-Z2-22","BW-ZZ","7",22,199.583333333333,2022,21.8,6.57,20.71,17.53,32.23,4.47,22.69,23.13,24.58,2.97,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,5,305,9.182145,48.538309,22
"BW-Z2-22","BW-ZZ","7",23,125,2022,21.8,6.57,20.71,17.53,32.23,4.47,22.69,23.13,24.58,2.97,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,5,305,9.182145,48.538309,23
"BW-Z2-22","BW-ZZ","7",24,99.5833333333333,2022,21.8,6.57,20.71,17.53,32.23,4.47,22.69,23.13,24.58,2.97,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,0,310,9.182145,48.538309,24
"BW-Z2-22","BW-ZZ","7",25,298.75,2022,21.8,3.44,20.71,17.53,32.23,2.44,22.69,23.13,24.58,2.78,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,0,300,9.182145,48.538309,25
"BW-Z2-22","BW-ZZ","7",27,299.583333333333,2022,21.8,3.44,20.71,17.53,32.23,2.44,22.69,23.13,24.58,2.78,22.85,33.08,19.04,6.93,25.19,48.08,9.81,33.7,4.5,52.13,0,0,295,9.182145,48.538309,27
"BW-Z2-22","BW-ZZ","8",21,99.5833333333333,2022,22.9,6.57,20.69,17.43,32.37,4.52,22.71,23.06,24.49,2.89,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,5,305,9.182065,48.538333,21
"BW-Z2-22","BW-ZZ","8",22,199.583333333333,2022,22.9,6.57,20.69,17.43,32.37,4.52,22.71,23.06,24.49,2.89,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,0,290,9.182065,48.538333,22
"BW-Z2-22","BW-ZZ","8",23,125,2022,22.9,6.57,20.69,17.43,32.37,4.52,22.71,23.06,24.49,2.89,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,0,290,9.182065,48.538333,23
"BW-Z2-22","BW-ZZ","8",24,99.5833333333333,2022,22.9,6.57,20.69,17.43,32.37,4.52,22.71,23.06,24.49,2.89,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,5,310,9.182065,48.538333,24
"BW-Z2-22","BW-ZZ","8",25,298.75,2022,22.9,3.41,20.69,17.43,32.37,2.4,22.71,23.06,24.49,2.7,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,5,305,9.182065,48.538333,25
"BW-Z2-22","BW-ZZ","8",27,299.583333333333,2022,22.9,3.41,20.69,17.43,32.37,2.4,22.71,23.06,24.49,2.7,22.95,32.95,18.75,6.93,25.11,48.27,9.7,34.52,4.49,51.87,0,5,300,9.182065,48.538333,27
"BW-Z2-22","BW-ZZ","9",21,99.5833333333333,2022,22.2,6.54,20.67,17.28,32.58,4.54,22.7,22.94,24.48,2.77,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,10,300,9.181969,48.538404,21
"BW-Z2-22","BW-ZZ","9",22,199.583333333333,2022,22.2,6.54,20.67,17.28,32.58,4.54,22.7,22.94,24.48,2.77,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,10,300,9.181969,48.538404,22
"BW-Z2-22","BW-ZZ","9",23,125,2022,22.2,6.54,20.67,17.28,32.58,4.54,22.7,22.94,24.48,2.77,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,10,300,9.181969,48.538404,23
"BW-Z2-22","BW-ZZ","9",24,99.5833333333333,2022,22.2,6.54,20.67,17.28,32.58,4.54,22.7,22.94,24.48,2.77,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,5,310,9.181969,48.538404,24
"BW-Z2-22","BW-ZZ","9",25,298.75,2022,22.2,3.35,20.67,17.28,32.58,2.32,22.7,22.94,24.48,2.58,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,5,300,9.181969,48.538404,25
"BW-Z2-22","BW-ZZ","9",27,299.583333333333,2022,22.2,3.35,20.67,17.28,32.58,2.32,22.7,22.94,24.48,2.58,23.12,32.9,18.17,6.93,24.8,48.37,9.8,35.8,5.02,48.87,0,10,310,9.181969,48.538404,27
"BW-Z3-22","BW-ZZ","1",22,199.166666666667,2022,1.7,12.88,17.36,9.6,21.42,16.87,17.8,6.95,17.76,18.38,14.74,8.23,16.66,23.93,8.9,4.97,8.91,49.77,2.21,1.94,0,10,335,9.172923,48.530871,22
"BW-Z3-22","BW-ZZ","1",23,125,2022,1.7,12.88,17.36,9.6,21.42,16.87,17.8,6.95,17.76,18.38,14.74,8.23,16.66,23.93,8.9,4.97,8.91,49.77,2.21,1.94,0,10,335,9.172923,48.530871,23
"BW-Z3-22","BW-ZZ","1",24,99.5833333333333,2022,1.7,12.88,17.36,9.6,21.42,16.87,17.8,6.95,17.76,18.38,14.74,8.23,16.66,23.93,8.9,4.97,8.91,49.77,2.21,1.94,0,5,340,9.172923,48.530871,24
"BW-Z3-22","BW-ZZ","1",25,199.166666666667,2022,1.7,5.75,17.36,9.6,21.42,9.05,17.8,6.95,17.76,14.69,14.74,8.23,16.66,20.65,8.9,4.97,8.91,49.77,2.21,1.94,0,5,320,9.172923,48.530871,25
"BW-Z3-22","BW-ZZ","1",26,199.583333333333,2022,1.7,5.75,17.36,9.6,21.42,9.05,17.8,6.95,17.76,14.69,14.74,8.23,16.66,20.65,8.9,4.97,8.91,49.77,2.21,1.94,0,5,320,9.172923,48.530871,26
"BW-Z3-22","BW-ZZ","1",27,299.583333333333,2022,1.7,2.54,17.36,9.6,21.42,3.34,17.8,6.95,17.76,6.51,14.74,8.23,16.66,13.99,8.9,4.97,8.91,44.9,2.21,1.94,0,5,320,9.172923,48.530871,27
"BW-Z3-22","BW-ZZ","10",22,199.166666666667,2022,8.5,12.85,17.79,9.53,20.65,18.29,18.3,6.7,16.12,18.5,15.03,8.2,16.48,21.62,12.01,6.12,7.33,47.99,3.33,8.53,0,85,265,9.172728,48.531418,22
"BW-Z3-22","BW-ZZ","10",23,125,2022,8.5,12.85,17.79,9.53,20.65,18.29,18.3,6.7,16.12,18.5,15.03,8.2,16.48,21.62,12.01,6.12,7.33,47.99,3.33,8.53,0,85,265,9.172728,48.531418,23
"BW-Z3-22","BW-ZZ","10",24,99.5833333333333,2022,8.5,12.85,17.79,9.53,20.65,18.29,18.3,6.7,16.12,18.5,15.03,8.2,16.48,21.62,12.01,6.12,7.33,47.99,3.33,8.53,0,80,255,9.172728,48.531418,24
"BW-Z3-22","BW-ZZ","10",25,199.166666666667,2022,8.5,5.73,17.79,9.53,20.65,9.29,18.3,6.7,16.12,13.84,15.03,8.2,16.48,17.93,12.01,6.12,7.33,47.99,3.33,8.53,0,70,260,9.172728,48.531418,25
"BW-Z3-22","BW-ZZ","10",26,199.583333333333,2022,8.5,5.73,17.79,9.53,20.65,9.29,18.3,6.7,16.12,13.84,15.03,8.2,16.48,17.93,12.01,6.12,7.33,47.99,3.33,8.53,0,80,260,9.172728,48.531418,26
"BW-Z3-22","BW-ZZ","10",27,299.583333333333,2022,8.5,2.52,17.79,9.53,20.65,3.59,18.3,6.7,16.12,6.4,15.03,8.2,16.48,13.78,12.01,6.12,7.33,44.2,3.33,8.53,0,80,265,9.172728,48.531418,27
"BW-Z3-22","BW-ZZ","2",22,199.166666666667,2022,3.1,12.88,17.38,9.62,21.42,16.83,17.75,6.92,17.93,18.24,14.6,8.15,16.98,23.49,8.56,4.94,9.44,50.5,2.11,1.66,0,25,310,9.172981,48.530878,22
"BW-Z3-22","BW-ZZ","2",23,125,2022,3.1,12.88,17.38,9.62,21.42,16.83,17.75,6.92,17.93,18.24,14.6,8.15,16.98,23.49,8.56,4.94,9.44,50.5,2.11,1.66,0,25,310,9.172981,48.530878,23
"BW-Z3-22","BW-ZZ","2",24,99.5833333333333,2022,3.1,12.88,17.38,9.62,21.42,16.83,17.75,6.92,17.93,18.24,14.6,8.15,16.98,23.49,8.56,4.94,9.44,50.5,2.11,1.66,0,30,290,9.172981,48.530878,24
"BW-Z3-22","BW-ZZ","2",25,199.166666666667,2022,3.1,5.75,17.38,9.62,21.42,9.05,17.75,6.92,17.93,14.63,14.6,8.15,16.98,20.33,8.56,4.94,9.44,50.5,2.11,1.66,0,15,300,9.172981,48.530878,25
"BW-Z3-22","BW-ZZ","2",26,199.583333333333,2022,3.1,5.75,17.38,9.62,21.42,9.05,17.75,6.92,17.93,14.63,14.6,8.15,16.98,20.33,8.56,4.94,9.44,50.5,2.11,1.66,0,15,270,9.172981,48.530878,26
"BW-Z3-22","BW-ZZ","2",27,299.583333333333,2022,3.1,2.54,17.38,9.62,21.42,3.34,17.75,6.92,17.93,6.49,14.6,8.15,16.98,13.98,8.56,4.94,9.44,45.86,2.11,1.66,0,5,270,9.172981,48.530878,27
"BW-Z3-22","BW-ZZ","3",22,199.166666666667,2022,3.3,12.88,17.42,9.65,21.44,16.79,17.69,6.86,18.19,18,14.43,8.05,17.45,22.81,8.1,4.88,10.21,51.53,1.97,1.17,0,25,280,9.173068,48.530886,22
"BW-Z3-22","BW-ZZ","3",23,125,2022,3.3,12.88,17.42,9.65,21.44,16.79,17.69,6.86,18.19,18,14.43,8.05,17.45,22.81,8.1,4.88,10.21,51.53,1.97,1.17,0,25,280,9.173068,48.530886,23
"BW-Z3-22","BW-ZZ","3",24,99.5833333333333,2022,3.3,12.88,17.42,9.65,21.44,16.79,17.69,6.86,18.19,18,14.43,8.05,17.45,22.81,8.1,4.88,10.21,51.53,1.97,1.17,0,40,270,9.173068,48.530886,24
"BW-Z3-22","BW-ZZ","3",25,199.166666666667,2022,3.3,5.75,17.42,9.65,21.44,9.05,17.69,6.86,18.19,14.51,14.43,8.05,17.45,19.87,8.1,4.88,10.21,51.53,1.97,1.17,0,30,285,9.173068,48.530886,25
"BW-Z3-22","BW-ZZ","3",26,199.583333333333,2022,3.3,5.75,17.42,9.65,21.44,9.05,17.69,6.86,18.19,14.51,14.43,8.05,17.45,19.87,8.1,4.88,10.21,51.53,1.97,1.17,0,35,260,9.173068,48.530886,26
"BW-Z3-22","BW-ZZ","3",27,299.583333333333,2022,3.3,2.54,17.42,9.65,21.44,3.34,17.69,6.86,18.19,6.45,14.43,8.05,17.45,13.96,8.1,4.88,10.21,47.23,1.97,1.17,0,15,270,9.173068,48.530886,27
"BW-Z3-22","BW-ZZ","4",22,199.166666666667,2022,3.5,12.88,17.44,9.68,21.46,16.76,17.63,6.81,18.4,17.77,14.29,8,17.81,22.23,7.79,4.82,10.75,52.33,1.85,0.78,0,35,255,9.173137,48.530892,22
"BW-Z3-22","BW-ZZ","4",23,125,2022,3.5,12.88,17.44,9.68,21.46,16.76,17.63,6.81,18.4,17.77,14.29,8,17.81,22.23,7.79,4.82,10.75,52.33,1.85,0.78,0,35,255,9.173137,48.530892,23
"BW-Z3-22","BW-ZZ","4",24,99.5833333333333,2022,3.5,12.88,17.44,9.68,21.46,16.76,17.63,6.81,18.4,17.77,14.29,8,17.81,22.23,7.79,4.82,10.75,52.33,1.85,0.78,0,30,270,9.173137,48.530892,24
"BW-Z3-22","BW-ZZ","4",25,199.166666666667,2022,3.5,5.74,17.44,9.68,21.46,9.04,17.63,6.81,18.4,14.39,14.29,8,17.81,19.5,7.79,4.82,10.75,52.33,1.85,0.78,0,35,280,9.173137,48.530892,25
"BW-Z3-22","BW-ZZ","4",26,199.583333333333,2022,3.5,5.74,17.44,9.68,21.46,9.04,17.63,6.81,18.4,14.39,14.29,8,17.81,19.5,7.79,4.82,10.75,52.33,1.85,0.78,0,60,260,9.173137,48.530892,26
"BW-Z3-22","BW-ZZ","4",27,299.583333333333,2022,3.5,2.53,17.44,9.68,21.46,3.33,17.63,6.81,18.4,6.43,14.29,8,17.81,13.95,7.79,4.82,10.75,48.29,1.85,0.78,0,20,260,9.173137,48.530892,27
"BW-Z3-22","BW-ZZ","5",22,199.166666666667,2022,8.8,12.88,17.43,9.66,21.34,16.94,17.84,6.86,17.85,18.13,14.52,8.15,17.21,23.01,8.47,5.05,9.67,52.02,2.03,2.02,0,50,300,9.173001,48.530931,22
"BW-Z3-22","BW-ZZ","5",23,125,2022,8.8,12.88,17.43,9.66,21.34,16.94,17.84,6.86,17.85,18.13,14.52,8.15,17.21,23.01,8.47,5.05,9.67,52.02,2.03,2.02,0,50,300,9.173001,48.530931,23
"BW-Z3-22","BW-ZZ","5",24,99.5833333333333,2022,8.8,12.88,17.43,9.66,21.34,16.94,17.84,6.86,17.85,18.13,14.52,8.15,17.21,23.01,8.47,5.05,9.67,52.02,2.03,2.02,0,50,290,9.173001,48.530931,24
"BW-Z3-22","BW-ZZ","5",25,199.166666666667,2022,8.8,5.75,17.43,9.66,21.34,9.07,17.84,6.86,17.85,14.51,14.52,8.15,17.21,19.84,8.47,5.05,9.67,52.02,2.03,2.02,0,30,285,9.173001,48.530931,25
"BW-Z3-22","BW-ZZ","5",26,199.583333333333,2022,8.8,5.75,17.43,9.66,21.34,9.07,17.84,6.86,17.85,14.51,14.52,8.15,17.21,19.84,8.47,5.05,9.67,52.02,2.03,2.02,0,15,285,9.173001,48.530931,26
"BW-Z3-22","BW-ZZ","5",27,299.583333333333,2022,8.8,2.54,17.43,9.66,21.34,3.37,17.84,6.86,17.85,6.45,14.52,8.15,17.21,13.95,8.47,5.05,9.67,47.54,2.03,2.02,0,15,305,9.173001,48.530931,27
"BW-Z3-22","BW-ZZ","6",22,199.166666666667,2022,11.8,12.88,17.48,9.69,21.22,17.12,17.98,6.84,17.58,18.12,14.49,8.21,17.19,22.77,8.8,5.24,9.4,52.99,2,2.87,0,65,290,9.172967,48.531,22
"BW-Z3-22","BW-ZZ","6",23,125,2022,11.8,12.88,17.48,9.69,21.22,17.12,17.98,6.84,17.58,18.12,14.49,8.21,17.19,22.77,8.8,5.24,9.4,52.99,2,2.87,0,65,290,9.172967,48.531,23
"BW-Z3-22","BW-ZZ","6",24,99.5833333333333,2022,11.8,12.88,17.48,9.69,21.22,17.12,17.98,6.84,17.58,18.12,14.49,8.21,17.19,22.77,8.8,5.24,9.4,52.99,2,2.87,0,50,295,9.172967,48.531,24
"BW-Z3-22","BW-ZZ","6",25,199.166666666667,2022,11.8,5.75,17.48,9.69,21.22,9.11,17.98,6.84,17.58,14.4,14.49,8.21,17.19,19.47,8.8,5.24,9.4,52.99,2,2.87,0,50,300,9.172967,48.531,25
"BW-Z3-22","BW-ZZ","6",26,199.583333333333,2022,11.8,5.75,17.48,9.69,21.22,9.11,17.98,6.84,17.58,14.4,14.49,8.21,17.19,19.47,8.8,5.24,9.4,52.99,2,2.87,0,40,285,9.172967,48.531,26
"BW-Z3-22","BW-ZZ","6",27,299.583333333333,2022,11.8,2.54,17.48,9.69,21.22,3.4,17.98,6.84,17.58,6.42,14.49,8.21,17.19,13.92,8.8,5.24,9.4,48.5,2,2.87,0,25,300,9.172967,48.531,27
"BW-Z3-22","BW-ZZ","7",22,199.166666666667,2022,12.5,12.88,17.53,9.69,21.12,17.35,18.14,6.81,17.26,18.13,14.52,8.3,17.11,22.51,9.36,5.44,9.02,53.39,1.96,3.88,0,75,260,9.172921,48.531078,22
"BW-Z3-22","BW-ZZ","7",23,125,2022,12.5,12.88,17.53,9.69,21.12,17.35,18.14,6.81,17.26,18.13,14.52,8.3,17.11,22.51,9.36,5.44,9.02,53.39,1.96,3.88,0,75,260,9.172921,48.531078,23
"BW-Z3-22","BW-ZZ","7",24,99.5833333333333,2022,12.5,12.88,17.53,9.69,21.12,17.35,18.14,6.81,17.26,18.13,14.52,8.3,17.11,22.51,9.36,5.44,9.02,53.39,1.96,3.88,0,80,265,9.172921,48.531078,24
"BW-Z3-22","BW-ZZ","7",25,199.166666666667,2022,12.5,5.75,17.53,9.69,21.12,9.15,18.14,6.81,17.26,14.28,14.52,8.3,17.11,19.07,9.36,5.44,9.02,53.39,1.96,3.88,0,70,270,9.172921,48.531078,25
"BW-Z3-22","BW-ZZ","7",26,199.583333333333,2022,12.5,5.75,17.53,9.69,21.12,9.15,18.14,6.81,17.26,14.28,14.52,8.3,17.11,19.07,9.36,5.44,9.02,53.39,1.96,3.88,0,75,260,9.172921,48.531078,26
"BW-Z3-22","BW-ZZ","7",27,299.583333333333,2022,12.5,2.54,17.53,9.69,21.12,3.45,18.14,6.81,17.26,6.41,14.52,8.3,17.11,13.88,9.36,5.44,9.02,48.92,1.96,3.88,0,65,270,9.172921,48.531078,27
"BW-Z3-22","BW-ZZ","8",22,199.166666666667,2022,14.1,12.88,17.61,9.67,20.98,17.64,18.25,6.77,16.88,18.18,14.63,8.33,17.02,22.15,10.08,5.61,8.56,53.06,2.24,5.21,0,85,250,9.172866,48.531185,22
"BW-Z3-22","BW-ZZ","8",23,125,2022,14.1,12.88,17.61,9.67,20.98,17.64,18.25,6.77,16.88,18.18,14.63,8.33,17.02,22.15,10.08,5.61,8.56,53.06,2.24,5.21,0,85,250,9.172866,48.531185,23
"BW-Z3-22","BW-ZZ","8",24,99.5833333333333,2022,14.1,12.88,17.61,9.67,20.98,17.64,18.25,6.77,16.88,18.18,14.63,8.33,17.02,22.15,10.08,5.61,8.56,53.06,2.24,5.21,0,90,275,9.172866,48.531185,24
"BW-Z3-22","BW-ZZ","8",25,199.166666666667,2022,14.1,5.74,17.61,9.67,20.98,9.21,18.25,6.77,16.88,14.11,14.63,8.33,17.02,18.58,10.08,5.61,8.56,53.06,2.24,5.21,0,80,230,9.172866,48.531185,25
"BW-Z3-22","BW-ZZ","8",26,199.583333333333,2022,14.1,5.74,17.61,9.67,20.98,9.21,18.25,6.77,16.88,14.11,14.63,8.33,17.02,18.58,10.08,5.61,8.56,53.06,2.24,5.21,0,80,235,9.172866,48.531185,26
"BW-Z3-22","BW-ZZ","8",27,299.583333333333,2022,14.1,2.53,17.61,9.67,20.98,3.5,18.25,6.77,16.88,6.4,14.63,8.33,17.02,13.82,10.08,5.61,8.56,48.71,2.24,5.21,0,80,265,9.172866,48.531185,27
"BW-Z3-22","BW-ZZ","9",22,199.166666666667,2022,15,12.87,17.71,9.6,20.8,17.97,18.31,6.75,16.47,18.32,14.81,8.27,16.79,21.87,10.87,5.73,7.93,51.27,2.8,6.79,0,90,265,9.172793,48.531303,22
"BW-Z3-22","BW-ZZ","9",23,125,2022,15,12.87,17.71,9.6,20.8,17.97,18.31,6.75,16.47,18.32,14.81,8.27,16.79,21.87,10.87,5.73,7.93,51.27,2.8,6.79,0,90,265,9.172793,48.531303,23
"BW-Z3-22","BW-ZZ","9",24,99.5833333333333,2022,15,12.87,17.71,9.6,20.8,17.97,18.31,6.75,16.47,18.32,14.81,8.27,16.79,21.87,10.87,5.73,7.93,51.27,2.8,6.79,0,90,275,9.172793,48.531303,24
"BW-Z3-22","BW-ZZ","9",25,199.166666666667,2022,15,5.74,17.71,9.6,20.8,9.26,18.31,6.75,16.47,13.97,14.81,8.27,16.79,18.21,10.87,5.73,7.93,51.27,2.8,6.79,0,80,255,9.172793,48.531303,25
"BW-Z3-22","BW-ZZ","9",26,199.583333333333,2022,15,5.74,17.71,9.6,20.8,9.26,18.31,6.75,16.47,13.97,14.81,8.27,16.79,18.21,10.87,5.73,7.93,51.27,2.8,6.79,0,85,250,9.172793,48.531303,26
"BW-Z3-22","BW-ZZ","9",27,299.583333333333,2022,15,2.53,17.71,9.6,20.8,3.55,18.31,6.75,16.47,6.4,14.81,8.27,16.79,13.78,10.87,5.73,7.93,47.13,2.8,6.79,0,90,270,9.172793,48.531303,27
"BY-TS-23","BY-TS","1",23,412.083333333333,2023,23,5.36,26.24,12.53,2.51,8.19,16.53,14.74,2.1,17.17,9.21,9.98,2.67,15.81,5.72,5.99,8.68,43.25,0,3.36,1.65,5,230,10.75441463,49.81441424,23
"BY-TS-23","BY-TS","1",24,293.333333333333,2023,23,5.36,26.24,12.53,2.51,8.19,16.53,14.74,2.1,17.17,9.21,9.98,2.67,15.81,5.72,5.99,8.68,43.25,0,3.36,1.65,5,230,10.75441463,49.81441424,24
"BY-TS-23","BY-TS","1",25,395.833333333333,2023,23,5.36,26.24,12.53,2.51,8.19,16.53,14.74,2.1,17.17,9.21,9.98,2.67,15.81,5.72,5.99,8.68,43.25,0,3.36,1.65,5,226.666666666667,10.75441463,49.81441424,25
"BY-TS-23","BY-TS","1",26,329.166666666667,2023,23,5.36,26.24,12.53,2.51,8.19,16.53,14.74,2.1,17.17,9.21,9.98,2.67,15.81,5.72,5.99,8.68,43.25,0,3.36,1.65,2.5,210,10.75441463,49.81441424,26
"BY-TS-23","BY-TS","2",23,412.083333333333,2023,32.4,5.42,26.44,12.44,2.3,8.19,16.41,14.8,2.08,17.2,9.37,9.9,2.64,15.1,6.43,6.55,8.93,47.07,0,3.21,2.81,5,136.666666666667,10.75446333,49.81432558,23
"BY-TS-23","BY-TS","2",24,293.333333333333,2023,32.4,5.42,26.44,12.44,2.3,8.19,16.41,14.8,2.08,17.2,9.37,9.9,2.64,15.1,6.43,6.55,8.93,47.07,0,3.21,2.81,5,140,10.75446333,49.81432558,24
"BY-TS-23","BY-TS","2",25,395.833333333333,2023,32.4,5.42,26.44,12.44,2.3,8.19,16.41,14.8,2.08,17.2,9.37,9.9,2.64,15.1,6.43,6.55,8.93,47.07,0,3.21,2.81,5,140,10.75446333,49.81432558,25
"BY-TS-23","BY-TS","2",26,329.166666666667,2023,32.4,5.42,26.44,12.44,2.3,8.19,16.41,14.8,2.08,17.2,9.37,9.9,2.64,15.1,6.43,6.55,8.93,47.07,0,3.21,2.81,2.5,135,10.75446333,49.81432558,26
"BY-TS-23","BY-TS","3",23,412.083333333333,2023,42.4,5.49,26.62,12.33,2.1,8.19,16.31,14.77,2.08,17.12,9.56,9.93,2.62,14.46,7.32,7.18,9.1,51.14,0,3,4.23,0,166.666666666667,10.75451725,49.81423132,23
"BY-TS-23","BY-TS","3",24,293.333333333333,2023,42.4,5.49,26.62,12.33,2.1,8.19,16.31,14.77,2.08,17.12,9.56,9.93,2.62,14.46,7.32,7.18,9.1,51.14,0,3,4.23,0,170,10.75451725,49.81423132,24
"BY-TS-23","BY-TS","3",25,395.833333333333,2023,42.4,5.49,26.62,12.33,2.1,8.19,16.31,14.77,2.08,17.12,9.56,9.93,2.62,14.46,7.32,7.18,9.1,51.14,0,3,4.23,0,170,10.75451725,49.81423132,25
"BY-TS-23","BY-TS","3",26,329.166666666667,2023,42.4,5.49,26.62,12.33,2.1,8.19,16.31,14.77,2.08,17.12,9.56,9.93,2.62,14.46,7.32,7.18,9.1,51.14,0,3,4.23,0,165,10.75451725,49.81423132,26
"BY-TS-23","BY-TS","4",23,412.083333333333,2023,52.5,5.59,26.81,12.2,1.93,8.19,16.2,14.7,2.08,17,9.89,9.98,2.61,13.94,8.18,7.82,9.21,55.29,0,2.74,5.75,0,231.666666666667,10.75457638,49.81413592,23
"BY-TS-23","BY-TS","4",24,293.333333333333,2023,52.5,5.59,26.81,12.2,1.93,8.19,16.2,14.7,2.08,17,9.89,9.98,2.61,13.94,8.18,7.82,9.21,55.29,0,2.74,5.75,0,235,10.75457638,49.81413592,24
"BY-TS-23","BY-TS","4",25,395.833333333333,2023,52.5,5.59,26.81,12.2,1.93,8.19,16.2,14.7,2.08,17,9.89,9.98,2.61,13.94,8.18,7.82,9.21,55.29,0,2.74,5.75,0,230,10.75457638,49.81413592,25
"BY-TS-23","BY-TS","4",26,329.166666666667,2023,52.5,5.59,26.81,12.2,1.93,8.19,16.2,14.7,2.08,17,9.89,9.98,2.61,13.94,8.18,7.82,9.21,55.29,0,2.74,5.75,0,215,10.75457638,49.81413592,26
"HE-LL-18","HE-LL","1",25,396.666666666667,2018,8.5,0.59,8.93,6.35,31.53,1.05,5.81,7.94,25.32,2.35,5.65,4.97,16.07,9.41,13.78,0,0.13,35.8,11.6,0,0,0,NA,8.665173382,50.52007974,25
"HE-LL-18","HE-LL","1",26,376.666666666667,2018,8.5,0.59,8.93,6.35,31.53,1.05,5.81,7.94,25.32,2.35,5.65,4.97,16.07,9.41,13.78,0,0.13,35.8,11.6,0,0,0,NA,8.665173382,50.52007974,26
"HE-LL-18","HE-LL","10",25,380.8,2018,14.6,0.59,9.32,6.31,32.2,1.05,6.06,7.97,25.56,2.35,5.74,4.69,15.08,9.41,10.46,0,0,43.78,2.34,0,0,0,NA,8.665788421,50.52012911,25
"HE-LL-18","HE-LL","10",26,361.6,2018,14.6,0.59,9.32,6.31,32.2,1.05,6.06,7.97,25.56,2.35,5.74,4.69,15.08,9.41,10.46,0,0,43.78,2.34,0,0,0,NA,8.665788421,50.52012911,26
"HE-LL-18","HE-LL","11",25,218.96,2018,22.7,0.59,9.48,6.35,31.92,1.05,6.17,8.13,25.06,2.35,5.77,4.99,14.3,9.41,10.09,0,0,47.16,1.92,0,0,0,NA,8.66581456,50.5200585,25
"HE-LL-18","HE-LL","11",26,207.92,2018,22.7,0.59,9.48,6.35,31.92,1.05,6.17,8.13,25.06,2.35,5.77,4.99,14.3,9.41,10.09,0,0,47.16,1.92,0,0,0,NA,8.66581456,50.5200585,26
"HE-LL-18","HE-LL","12",25,571.2,2018,34.8,0.59,9.7,6.41,31.51,1.05,6.34,8.36,24.35,2.35,5.82,5.48,13.13,9.41,9.63,0,0,52.23,1.29,0,0,0,NA,8.665855273,50.51995332,25
"HE-LL-18","HE-LL","12",26,542.4,2018,34.8,0.59,9.7,6.41,31.51,1.05,6.34,8.36,24.35,2.35,5.82,5.48,13.13,9.41,9.63,0,0,52.23,1.29,0,0,0,NA,8.665855273,50.51995332,26
